gene_id	Stage_0	Stage_1	Stage_2	Stage_3	Stage_4	Stage_5	Stage_6_1	Stage_6_2
StHeBC4_c12903_g28416	2.03	8.36	5.5	11.04	11.73	2.58	43.04	22.98
StHeBC4_c12903_g28417	60.18	11.09	17.46	9.58	11.99	10.22	2.2	1.68
StHeBC4_c12903_g28418	0	0	0	0	0	0	0	0
StHeBC4_c12903_g28419	0	0	0	0	0	0	0	0
StHeBC4_c12903_g2842	0	0	0	0	0	0	0	0
StHeBC4_c12903_g28420	9.69	4.32	4.72	6.73	7.19	6.8	6.46	7.04
StHeBC4_c12903_g28421	18.58	9.74	15.36	12.09	10.05	10.7	5.8	5.6
StHeBC4_c12903_g28422	8.47	19.23	17.38	29.32	59.15	18.09	27.2	21.52
StHeBC4_c12903_g28423	105.77	23.86	35.08	29.65	36.62	76.21	21.07	23.31
StHeBC4_c12903_g28424	1.45	0.71	1.11	1.03	0.87	2.27	3.2	1.8
StHeBC4_c12903_g28425	1.33	5.88	9.31	46.18	20.47	28.74	13.97	7.32
StHeBC4_c12903_g28426	0	3.05	3.99	2.56	1.03	0.44	0.16	0.39
StHeBC4_c12903_g28428	0.21	0.13	0.2	0.74	0.51	0.9	1.06	0.71
StHeBC4_c12903_g28429	1.7	3.12	3.92	4.46	4.2	1.7	3.32	3.78
StHeBC4_c12903_g28430	1.01	2.13	2.47	4.36	4.36	2.1	0	0.18
StHeBC4_c12903_g28431	0.09	5.83	12.88	9	12.72	13.8	0.67	2.79
StHeBC4_c12903_g28433	1.53	0.26	0.5	0.57	0.28	0.73	0	0.25
StHeBC4_c12903_g28434	3.22	27.45	11.78	11.39	9.44	7.63	41.56	65.62
StHeBC4_c12903_g28435	6.16	7.73	8.27	9.94	9.73	17.06	52.41	31.3
StHeBC4_c12903_g28436	2.08	1.68	1.8	2.75	2.3	1.63	0.95	1.64
StHeBC4_c12903_g28438	2.19	0.77	1.49	1.24	1.5	1.58	1.7	3.41
StHeBC4_c12903_g28439	0.17	22.48	14.09	8.79	11.49	13.54	2.59	6.65
StHeBC4_c12903_g2844	73.56	17.95	34.05	20.53	19.16	28.59	14.87	17.52
StHeBC4_c12903_g28441	11.51	4.04	6.8	7.45	7.87	6.09	6.03	3.46
StHeBC4_c12903_g28442	0.07	0.43	0.12	0.46	0.39	0.12	0.09	0
StHeBC4_c12903_g28443	1.84	2.67	1.4	8.1	3.36	16.71	84.9	5.88
StHeBC4_c12903_g28444	78.42	15.28	52.15	19.05	11.38	22.49	14.09	14.96
StHeBC4_c12903_g28445	3.26	2.23	3.27	1.42	1.66	2.34	1.63	2.88
StHeBC4_c12903_g28446	0.25	0.92	0.32	0.27	0.29	0	1.06	0.82
StHeBC4_c12903_g2845	0.32	1.25	0.71	1.65	1.68	0.82	0.33	1.99
StHeBC4_c12903_g28451	30.26	29.96	45.61	45.86	36.19	61.09	55.91	54.18
StHeBC4_c12903_g28452	44.57	27.6	32.38	29.53	30.16	24.3	19.61	22.29
StHeBC4_c12903_g28453	11.84	21.44	22.75	23.36	23.76	13.36	14.05	17.19
StHeBC4_c12903_g28454	1.32	0.34	1.46	0.35	0.28	1.04	2.04	0.41
StHeBC4_c12903_g28455	0.47	5.37	1.08	9.55	13.8	1.51	0.24	2.2
StHeBC4_c12903_g28456	0	0	0	0	0	0	0	0
StHeBC4_c12903_g28457	9.8	3.3	4.21	4.61	4.5	4.68	4.07	2.68
StHeBC4_c12903_g28458	2.51	2.83	4.5	8.04	4.85	9.84	30.64	17.79
StHeBC4_c12903_g28459	21.33	6.18	11.81	10.85	7.25	13.33	9.56	11.37
StHeBC4_c12903_g2846	6.03	7.06	6.44	7.2	10.29	8.76	9.51	7.23
StHeBC4_c12903_g28460	16.46	28.27	23.43	25.33	25.29	11.47	24.59	27.78
StHeBC4_c12903_g28461	0.42	0.19	0.51	0.09	0.16	0.12	0	0.39
StHeBC4_c12903_g28462	15.46	14.88	14.75	21.14	25.82	25.8	18.41	17.84
StHeBC4_c12903_g28464	1.56	1.68	1.94	2.52	2.17	2.47	1.19	1.46
StHeBC4_c12903_g28466	3.16	5.98	8.06	10.55	10.9	12.18	8.23	8.54
StHeBC4_c12903_g28467	10.83	1.46	5.06	4.3	4.5	8.18	0.79	2.35
StHeBC4_c12903_g28469	2.25	0.48	0.19	3.26	1.95	7.23	2.2	5.54
StHeBC4_c12903_g2847	2.27	1.98	3.14	3.53	3.42	5.13	1.85	0.75
StHeBC4_c12903_g28470	0.23	0	0.2	0	0.1	0.78	0.69	0.23
StHeBC4_c12903_g28471	0.34	1.52	0.44	1.41	0.42	0.8	0.07	0.48
StHeBC4_c12903_g28472	3.85	0.46	0.62	0.33	1.6	1.96	0.69	0.38
StHeBC4_c12903_g28473	0.88	7.07	10.11	17.96	7.65	16.64	28.56	8.84
StHeBC4_c12903_g28474	19.05	9.62	11.3	11.23	8.73	10.14	15.13	15.81
StHeBC4_c12903_g28475	1.76	1.61	2.47	5.94	3.91	23.86	17.19	17.44
StHeBC4_c12903_g28476	0.03	0	0.05	0.08	0	0	0	0.05
StHeBC4_c12903_g28477	0.02	0.13	0.12	0.08	0.08	0.06	0	0.12
StHeBC4_c12903_g28479	108.6	113.93	112.72	240.86	172.08	374.35	27.53	7.06
StHeBC4_c12903_g2848	8.51	3.14	5.38	3.19	3.18	6.65	4.16	4.76
StHeBC4_c12903_g28480	0.3	0.29	0.11	0.51	0.19	2.43	0.18	0.14
StHeBC4_c12903_g28481	9.72	2.24	3.74	4.66	3.96	6.37	3.75	4.53
StHeBC4_c12903_g28482	0	0	0	0	0	0	0	0
StHeBC4_c12903_g28483	0	0.07	0.04	0	0	0.05	0	0
StHeBC4_c12903_g28484	0.04	0.2	0.95	1.08	1.64	1.99	0	0
StHeBC4_c12903_g28485	2.67	0.99	1.41	1.59	1.99	1.76	0.34	0.92
StHeBC4_c12903_g28486	12.1	9.08	18.14	34.47	18.75	111.74	12.38	11.99
StHeBC4_c12903_g28487	0	0.6	0	0	0	0	0	0
StHeBC4_c12903_g28489	4	6.62	4.74	5.91	5.05	5.07	1.99	2.61
StHeBC4_c12903_g2849	0.67	1.06	1.47	0.44	0.96	0.78	1.16	3.04
StHeBC4_c12903_g28490	4.72	1.59	3.43	4.63	2.07	5.31	1.27	1.89
StHeBC4_c12903_g28491	0.83	0.35	1.41	1.23	1.67	1.35	0.03	0.01
StHeBC4_c12903_g28493	0	0	0	0	0	0.11	0	0
StHeBC4_c12903_g28494	0.69	0.44	0.38	0.4	0.2	0.66	0.6	1.27
StHeBC4_c12903_g28495	0	0	0	0	0	0	0	0
StHeBC4_c12903_g28496	21.56	65.57	61.44	48.34	56.34	46.79	38.03	46.85
StHeBC4_c12903_g28497	0.4	1.89	0.87	2.27	3.2	1.94	1.11	2.11
StHeBC4_c12903_g28498	0.53	0.07	0.39	0.52	0.41	0.26	0	0.21
StHeBC4_c12903_g28499	17.44	26.57	20.41	26.75	39.54	30.46	12.68	11.51
StHeBC4_c12903_g2850	1.57	2.09	1.66	4.29	5.66	1.63	1.11	2.98
StHeBC4_c12903_g28500	1.1	2.96	2.81	2.92	2.64	4.35	0.9	0.49
StHeBC4_c12903_g28501	0.11	0.17	0.11	0.21	0.06	0.16	0.06	0.16
StHeBC4_c12903_g28502	18.01	27.45	26.26	25.29	25.38	19.22	26.59	33.07
StHeBC4_c12903_g28505	19.13	16.91	19.65	12.85	11.14	11.05	9.13	9.01
StHeBC4_c12903_g28506	10.68	4.32	6.87	22.45	16.13	56.34	47.44	49.65
StHeBC4_c12903_g28507	0.48	0.3	0.28	0.26	0.25	0.19	0.15	0.13
StHeBC4_c12903_g28508	7.24	2.86	4.13	2.65	4.74	7.85	7.7	6.7
StHeBC4_c12903_g28509	0.64	0.62	0.44	0.27	0.18	0.25	0.45	0.34
StHeBC4_c12903_g2851	9.73	5.34	7.15	8.47	8.18	4.86	3.28	2.51
StHeBC4_c12903_g28510	0.09	0.64	1.87	51.22	53.19	39.54	0.1	4.31
StHeBC4_c12903_g28511	0	0.72	0	0	0	0	0	0
StHeBC4_c12903_g28512	11.98	11.5	17.88	14.56	12.59	15.85	11.44	7.68
StHeBC4_c12903_g28513	10.11	8.21	6.13	9.55	12.26	6.68	9.35	9.1
StHeBC4_c12903_g28514	1.03	0.32	0.18	0.64	0.76	2.26	0.66	0.41
StHeBC4_c12903_g28515	0.11	0.2	0.1	0.33	0.31	0.19	0	0
StHeBC4_c12903_g28517	0.17	1.84	2.85	4.45	2.57	8.54	3.79	1.47
StHeBC4_c12903_g28518	0	0.39	0.77	0.65	0.5	1.67	0.69	0.27
StHeBC4_c12903_g28519	0	0	0	0	0	0	0	0
StHeBC4_c12903_g2852	0	0	0	0.06	0	0	0.04	0
StHeBC4_c12903_g28521	0.14	0.31	0.32	0.36	0.6	1.53	0.01	0.13
StHeBC4_c12903_g28522	0	0	0	0	0	0	0	0
StHeBC4_c12903_g28523	0.67	1.29	0.74	1.8	2.02	0.87	1.13	0.46
StHeBC4_c12903_g28524	14.95	53.38	30.04	29.32	37.28	20.46	25.98	40.91
StHeBC4_c12903_g28525	0.08	0	0.03	0.08	0	0.05	0	0.11
StHeBC4_c12903_g28526	4.07	3.04	3.76	2.97	3.25	1.38	1.11	1.52
StHeBC4_c12903_g28527	15.53	11.21	15	14.8	11.38	7.79	5.61	8.59
StHeBC4_c12903_g28528	0.11	0.07	0	0	0.09	0	0.17	0.05
StHeBC4_c12903_g2853	2.33	1.1	1.52	1.33	0.88	0.46	0.52	2.04
StHeBC4_c12903_g28530	84.76	109.95	47.11	68.16	123.68	38.26	40.24	25.9
StHeBC4_c12903_g28533	6.18	5.57	8.26	6.67	6.29	5.39	6.52	8.64
StHeBC4_c12903_g28535	16.14	0.3	4.42	1.67	0.04	3.74	3.92	27.62
StHeBC4_c12903_g28536	6.57	10.1	11.67	13.47	12.52	9.22	3.55	10.1
StHeBC4_c12903_g28537	47.96	25.03	45.74	36.06	23.47	47.24	29.87	31.74
StHeBC4_c12903_g28538	13.14	20.97	22.26	33.55	30.81	56.48	37.33	26.62
StHeBC4_c12903_g28539	0.17	0.06	0.07	0.05	0.11	0.13	0.45	0.26
StHeBC4_c12903_g28540	0.03	0	0.03	0	0	0	0	0
StHeBC4_c12903_g28541	5.7	0.58	1.8	1.6	1.72	2.49	2.01	1.86
StHeBC4_c12903_g28542	0	0	0	0	0	0	0	0
StHeBC4_c12903_g28543	0.44	0.13	0.15	0.25	0.27	0.26	0	0.15
StHeBC4_c12903_g28544	3.31	1.34	4.45	3.3	3.58	7.05	3.85	2.28
StHeBC4_c12903_g28545	0.66	0.18	0.31	0.29	0.19	0.22	0.35	0.15
StHeBC4_c12903_g28546	151.6	157.11	118.2	107.15	152.78	63.43	71.64	97.12
StHeBC4_c12903_g28548	3.37	21.73	32	44.83	28.39	138.13	38.18	16.22
StHeBC4_c12903_g28549	1.04	5.42	7.58	9.97	6.81	29.99	5.17	2.05
StHeBC4_c12903_g2855	0.49	0	0.39	0	0.1	0	0	0
StHeBC4_c12903_g28550	0.67	0.65	0.47	0.29	0.27	0.32	0.2	0.32
StHeBC4_c12903_g28551	5.13	5.52	4.55	4.05	1.35	8.02	30.58	59.14
StHeBC4_c12903_g28553	38.21	6.44	12.43	10.15	5.44	14.31	22.81	17.52
StHeBC4_c12903_g28554	0	0	0	0	0	0	0	0
StHeBC4_c12903_g28555	0.14	0	0.19	0.06	0.25	0.21	0	0
StHeBC4_c12903_g28556	1.3	0.34	0.38	1.09	0.71	1.66	1.98	2.43
StHeBC4_c12903_g28557	88.49	16.84	57.12	24.79	10.76	35.1	14.86	14.22
StHeBC4_c12903_g2856	1.67	0.31	1.3	1.28	1	1.55	0.71	0.75
StHeBC4_c12903_g28560	2.95	27.3	24.64	56.04	51.8	45.07	40.62	7.98
StHeBC4_c12903_g28562	1.29	1.62	2.53	3.43	3.8	2.51	0.81	0.86
StHeBC4_c12903_g28563	5.01	1.92	2.7	3.39	1.44	2.75	2.74	3.16
StHeBC4_c12903_g28564	0.16	0.65	0.19	0.35	0.43	0	0.32	0.38
StHeBC4_c12903_g28565	1.81	1.16	1.46	4.2	4.21	3.6	1.94	4.82
StHeBC4_c12903_g28567	0.41	0.15	1.1	1.26	1.73	1.98	0.71	0.17
StHeBC4_c12903_g28568	9.68	2.55	8.68	6.7	5.59	3.78	0.62	1.08
StHeBC4_c12903_g2857	5.91	3.28	3.11	4.1	4.79	5.24	4.53	6.56
StHeBC4_c12903_g28570	0	0.15	0.66	0.55	0.08	0.55	0.85	0.25
StHeBC4_c12903_g28571	17.61	485.02	108.73	317.63	286.98	513.36	584.79	279.58
StHeBC4_c12903_g28572	4.17	8.44	7.7	8.99	7.4	8.08	0	0.02
StHeBC4_c12903_g28573	0	0	0	0	0	0	0	0
StHeBC4_c12903_g28574	6.67	1.94	3.95	2.83	2.04	3.98	2.62	3.07
StHeBC4_c12903_g28575	0.15	2.79	3.42	10.29	11.19	19.89	2.11	1.6
StHeBC4_c12903_g28577	1.79	0.41	1.48	2.81	4.17	2.4	6.49	10.4
StHeBC4_c12903_g28578	23.64	10.45	11.76	18.81	17.12	19.69	12.09	12.37
StHeBC4_c12903_g2858	0.51	0.17	0.22	0.28	0.15	0.03	0.86	0.6
StHeBC4_c12903_g28580	0.33	0.59	0.26	0.45	0.49	0.3	0.4	0.28
StHeBC4_c12903_g28581	1.29	0.23	0.35	0.39	0.64	1.24	0.01	0.13
StHeBC4_c12903_g28582	0.11	0.13	0.22	0.09	0.12	0	0	0.08
StHeBC4_c12903_g28583	17.95	2.54	3.7	3.34	3.32	5.69	2.26	1.91
StHeBC4_c12903_g28584	0.72	1.87	2.36	2.2	2.16	2.79	1.54	1.91
StHeBC4_c12903_g28585	141.5	58.05	41.99	66.22	107.61	33.5	27.81	42.84
StHeBC4_c12903_g28586	0.11	0	0	0	0.14	0	0.23	0
StHeBC4_c12903_g28587	9.66	8.26	13.83	16.85	16.27	39.83	20.19	19.95
StHeBC4_c12903_g2859	0.13	0.11	0.42	0.65	0.13	0.39	0.03	0.07
StHeBC4_c12903_g28590	3.15	0.35	0.53	0.56	0.93	0.83	0.14	0.3
StHeBC4_c12903_g28592	0.02	0.06	0.06	0.06	0.25	0	0.02	0
StHeBC4_c12903_g28593	52.03	35.59	38.83	42.65	40.6	51.33	40.37	49.53
StHeBC4_c12903_g28594	15.83	5.23	9.56	6.3	7.53	4.5	3.36	4.62
StHeBC4_c12903_g28595	0.33	0	0.07	0.26	0.06	0.18	0.29	0
StHeBC4_c12903_g28596	0.38	0.04	0	0.35	0.29	0.26	0.11	0
StHeBC4_c12903_g28597	0	0	0	0	0	0	0	0
StHeBC4_c12903_g28599	24.09	20.44	20.01	20.39	25.91	18.04	19.89	21.52
StHeBC4_c12903_g286	0	0	0	0	0	0	0	0.03
StHeBC4_c12903_g2860	3.09	20.05	22.58	27.15	21.55	26.08	7.56	4.02
StHeBC4_c12903_g28600	5.45	3.26	5.31	3.99	3.97	2.38	2.6	2.6
StHeBC4_c12903_g28601	1.82	1.17	1.61	1.97	1.49	3.57	5.22	3.28
StHeBC4_c12903_g28602	41.19	81.7	69.65	110.14	241.39	56.81	47.81	65.89
StHeBC4_c12903_g28603	3.28	4.54	4.04	10.08	8.79	9.52	3.29	9.16
StHeBC4_c12903_g28604	5.81	6.91	5.64	6.89	10.9	6.65	9.46	10.41
StHeBC4_c12903_g28605	158.03	27.62	61.59	35.58	18.11	62	45.02	56.19
StHeBC4_c12903_g28606	0.53	0.13	0.32	0.07	0.2	0.53	0.36	0.38
StHeBC4_c12903_g28607	0	0	0.02	0.67	0.04	0.51	0	64.32
StHeBC4_c12903_g28608	6.06	61.52	131.68	115.38	93.94	80.64	25.86	30.52
StHeBC4_c12903_g28609	0	0.37	1.77	5.64	6.56	11.09	7.15	6.41
StHeBC4_c12903_g2861	9.81	0.58	0.23	0.55	0.13	0	2.64	8.3
StHeBC4_c12903_g28610	0	0.05	0.04	0.11	0.12	0.47	2.6	0.53
StHeBC4_c12903_g28611	0	0	0	0	0.03	0	0.02	0.16
StHeBC4_c12903_g28612	1.83	6.37	6.99	2.75	1.35	1.07	1.27	1.08
StHeBC4_c12903_g28613	0.03	0	0.04	0	0	0	0	0
StHeBC4_c12903_g28614	9.91	2.25	4.67	6.12	5.61	7.97	2.99	2.65
StHeBC4_c12903_g28615	12.69	20.8	25.82	24.85	25.54	32.17	34.87	26.94
StHeBC4_c12903_g28616	1.13	0	0	0	0	0	0.37	0
StHeBC4_c12903_g28617	1.18	2.95	2.49	3.48	3.38	2.47	2.53	4.39
StHeBC4_c12903_g2862	0.63	238.54	244.55	298.9	199.01	307.49	14.61	4.44
StHeBC4_c12903_g28620	0.93	0.57	0.87	1.81	1.84	1.73	2.18	6.75
StHeBC4_c12903_g28621	1.42	2.53	3.59	6.55	7.73	1.68	1.4	2.34
StHeBC4_c12903_g28622	0.41	1.34	1.72	4.12	5.44	2.24	4.24	2.37
StHeBC4_c12903_g28623	3.31	3.12	4.02	3.47	2.57	4.11	1.24	12.41
StHeBC4_c12903_g28624	0.11	0.24	0.4	0.21	0.1	0.15	0.11	0.52
StHeBC4_c12903_g28626	16.6	9.16	10.61	10.65	10.54	9.34	5.21	5.42
StHeBC4_c12903_g28628	0.02	0.18	0.19	0.19	0.13	0.23	0.84	2.94
StHeBC4_c12903_g28629	0.12	0.06	0.14	0.14	0	0	0.01	0
StHeBC4_c12903_g28631	0.51	0.18	0.39	0.4	0.25	0.35	0.38	0.23
StHeBC4_c12903_g28632	0.39	0	0.1	0.58	0.14	0.07	1.24	0.46
StHeBC4_c12903_g28633	6.52	7.39	7.75	12.14	9.8	18.74	6.8	7.41
StHeBC4_c12903_g28634	31.12	21.41	31.73	23.25	12.38	32.18	27.72	21.44
StHeBC4_c12903_g28635	0.04	0.04	0	0.73	0.3	0.03	0	0
StHeBC4_c12903_g28636	6.57	2.23	3.26	3.36	2.72	4.24	1.09	1.53
StHeBC4_c12903_g28637	0.19	1.88	0	0.22	0.14	0.77	7.26	41.89
StHeBC4_c12903_g28638	3.25	1.6	1.97	1.23	1.17	0.48	1.25	2.14
StHeBC4_c12903_g28639	0.62	0.1	0.11	0.15	0.05	0.27	0	0.04
StHeBC4_c12903_g2864	0.19	247.11	227.96	273.44	191.3	234.87	35.82	6.75
StHeBC4_c12903_g28640	11.71	8.88	8.05	9.58	10.73	7.31	4.41	5.86
StHeBC4_c12903_g28641	17.47	5.31	10.39	6.96	6.7	7.55	5.33	5.59
StHeBC4_c12903_g28642	0.32	0	0.06	0.07	0.03	0.11	0	0
StHeBC4_c12903_g28644	22.18	496.91	592.79	129.09	53.78	32.21	49.28	26.25
StHeBC4_c12903_g28646	3.57	4.25	6.16	21.07	10.23	63.66	4.47	2.58
StHeBC4_c12903_g28648	35.94	8.06	13.81	12.44	11.63	16.27	3.6	4.87
StHeBC4_c12903_g28649	40.18	18.8	31.63	23.63	18.91	43.33	44.83	36.29
StHeBC4_c12903_g2865	0	0	0	0	0.44	0.24	0.19	0
StHeBC4_c12903_g28650	8.91	3.14	3.3	2.89	4.67	6.17	2.25	2.22
StHeBC4_c12903_g28653	1.05	1.51	2.94	1.36	1.73	3.58	0.95	0.32
StHeBC4_c12903_g28655	0.39	0.12	0.05	0.14	0.27	0.37	0	0
StHeBC4_c12903_g28656	6.54	6.07	4.74	4.21	10.19	2.34	6.35	6.72
StHeBC4_c12903_g28657	0	0.18	0.06	0.06	0.04	0	0	0
StHeBC4_c12903_g28658	3.81	37.29	46.57	48.25	113.25	23.78	17.69	16.28
StHeBC4_c12903_g28659	233.42	156.53	215.67	132.81	151.13	202.39	22.67	36.98
StHeBC4_c12903_g2866	0	0.21	0.5	1.11	3.49	7	0	0.04
StHeBC4_c12903_g28661	0	0	0	0	0	0	0	0
StHeBC4_c12903_g28662	9.06	3.68	6.4	4.87	4.29	8.36	4.64	4.49
StHeBC4_c12903_g28663	0.15	0.09	0.09	0.1	0.03	0	0.04	0
StHeBC4_c12903_g28665	12.07	14.8	15.05	13.41	12.51	12.84	20.46	38.24
StHeBC4_c12903_g28667	0	0	0.1	0	0	0	0	0
StHeBC4_c12903_g28668	5.68	1.66	2.82	4.55	5	5.4	3.08	3.56
StHeBC4_c12903_g28669	7.57	4.68	5.26	5.31	7.12	6.61	5.67	3.86
StHeBC4_c12903_g2867	0.05	0	0	0	0	0	0.11	0.18
StHeBC4_c12903_g28670	27.79	11.65	17.23	10.29	9.64	13.35	15.05	12.42
StHeBC4_c12903_g28671	9.18	11.84	12.48	8.68	7.77	12.09	2.49	2.9
StHeBC4_c12903_g28672	0	0	0.03	0	0.09	0	0	0.06
StHeBC4_c12903_g28673	35	5.32	9.08	7.69	7.51	8.77	5.64	6.28
StHeBC4_c12903_g28674	28.2	23.15	30.69	33.91	30.85	59.68	23.78	22.97
StHeBC4_c12903_g28675	3.45	1.93	2.46	2.33	1.54	2.72	2.58	4.47
StHeBC4_c12903_g28676	7.95	3.82	4.71	4.22	2.46	5.41	5.93	9.56
StHeBC4_c12903_g28677	5.36	13.03	11.54	25.13	23.79	29.33	39.66	28.39
StHeBC4_c12903_g28678	12.96	14.41	18.35	19.56	22.98	19.99	10.95	11.6
StHeBC4_c12903_g28679	3.95	1.47	3.89	8.44	3.08	16.73	0	0
StHeBC4_c12903_g28680	2.27	1.45	1.34	1.38	1.26	1.36	0.48	0.52
StHeBC4_c12903_g28682	2.03	1.17	1.05	1.75	1.22	1.1	1.82	2.49
StHeBC4_c12903_g28686	189.99	84.03	137.25	65.15	67.98	37.69	9.81	48.47
StHeBC4_c12903_g28687	10.41	31.12	27.24	35.75	26.5	22.36	41.31	52.51
StHeBC4_c12903_g28688	24.88	9.1	21.65	19.11	21.37	33.54	20.49	25.37
StHeBC4_c12903_g28689	0.93	1.11	1.79	3.22	1.19	2.79	2.65	1.57
StHeBC4_c12903_g28690	0	0	0	0	0	0	0	0
StHeBC4_c12903_g28691	0.08	0.01	0.04	0.03	0.01	0.34	0	0
StHeBC4_c12903_g28692	27.85	162.31	58.77	92.02	118.18	59.81	3.28	62.12
StHeBC4_c12903_g28693	54.5	72.87	125.18	217.51	157.42	206.13	19.86	27.39
StHeBC4_c12903_g28695	1.02	1.05	0.94	1.57	0.82	2.64	1.05	1.23
StHeBC4_c12903_g28696	0	2.72	0.85	2.96	7.36	0.5	0.42	1.42
StHeBC4_c12903_g28697	22.61	16.1	22.96	16.84	14.25	13	18.14	17.15
StHeBC4_c12903_g28698	0	0	0	0	0	0	0	0
StHeBC4_c12903_g2870	5.1	3.27	3.47	4.5	4.37	6.65	2.96	5.14
StHeBC4_c12903_g28700	1.31	1.25	0.23	1.59	2.21	2.65	0.19	0.19
StHeBC4_c12903_g28701	18.23	4.82	6.98	7.87	6.94	31.61	12.33	9.09
StHeBC4_c12903_g28702	13.03	3.5	5.6	5.36	5.48	6.07	1.77	1.92
StHeBC4_c12903_g28703	0	2.32	1.88	3.96	4.09	0.16	0	0
StHeBC4_c12903_g28704	0.05	2.53	19.46	16.83	8.43	0.79	0.29	0.96
StHeBC4_c12903_g28705	9.89	9.92	13.02	14.74	13.42	12.89	7	11.35
StHeBC4_c12903_g28706	0.71	0.56	0.5	0.29	0.32	0.24	0.35	0.28
StHeBC4_c12903_g28707	5.39	15.01	23.11	59.34	88.25	39.86	5.26	11.5
StHeBC4_c12903_g28708	17.24	103.84	56.22	88.69	109.04	60.82	87.4	102.17
StHeBC4_c12903_g28709	0.6	0	0.07	0	0.04	0.55	0	0
StHeBC4_c12903_g2871	26.89	43.87	44.6	73.55	69.35	101.03	131.58	132.55
StHeBC4_c12903_g28710	13.45	4.74	3.75	4.53	4.1	5.93	6.98	6.5
StHeBC4_c12903_g28711	1.17	1.14	0.56	1.48	1.64	1.41	0.68	0.86
StHeBC4_c12903_g28712	0.35	0.66	0.25	0.17	0.39	0.23	0.49	0.44
StHeBC4_c12903_g28713	0.03	8.01	108.51	91.56	7.92	4.48	0.58	1.28
StHeBC4_c12903_g28714	0.11	0.16	0	0.06	0	0	0	0.04
StHeBC4_c12903_g28715	25.3	9.52	16.1	9.13	4.95	11.51	7.26	2.65
StHeBC4_c12903_g28716	24.97	82.92	40.39	62.38	86.66	49.1	39.88	50.57
StHeBC4_c12903_g28718	5.92	2.45	5.82	6.83	7.12	16.93	1.58	3.07
StHeBC4_c12903_g2872	6.49	7.34	9.5	9.82	5.89	16.28	11.97	6.93
StHeBC4_c12903_g28720	3	5.46	5.53	6.6	5.8	4.43	2.06	3.08
StHeBC4_c12903_g28721	0.22	1.56	1.16	1.52	1.58	0.61	0.16	0.65
StHeBC4_c12903_g28722	0	0	0	0	0	0	0.02	0
StHeBC4_c12903_g28723	2.29	0.67	2.28	2.45	0.79	2.13	0	0.52
StHeBC4_c12903_g28724	9.12	1.65	2.53	3.48	1.42	6.63	2.71	2.99
StHeBC4_c12903_g28725	7	10.62	7.75	8.57	10.74	8.75	13.65	13.67
StHeBC4_c12903_g28726	1.93	2.39	3.92	6	7.82	22.46	2.79	0.84
StHeBC4_c12903_g28727	2.99	123.8	83.42	129.79	71.58	106.28	6.29	5.9
StHeBC4_c12903_g28728	1.05	3.2	1.47	1.98	1.15	3.43	0.23	3.81
StHeBC4_c12903_g28729	3.1	2.02	3.33	2.49	1.44	3.8	3.22	3.25
StHeBC4_c12903_g2873	1.7	6.9	8.53	116.49	188.68	11.61	0.09	19.35
StHeBC4_c12903_g28730	0	0.14	0	0.13	0.11	0	0.09	0.17
StHeBC4_c12903_g28731	0.51	0.83	0.38	0.85	0.27	0.54	0.53	1.36
StHeBC4_c12903_g28733	0.51	0.11	0	0	0.11	0.09	0.07	0
StHeBC4_c12903_g28734	49.27	53.06	74.68	44.76	45.79	22.92	4.51	28.14
StHeBC4_c12903_g28735	0.08	0	0.15	0.23	0.13	0.13	0	0
StHeBC4_c12903_g28736	5.7	7.41	10.41	16.76	13.69	22.47	8.42	6
StHeBC4_c12903_g28737	0.25	0	0.16	0.05	0.01	0.16	0.06	0.1
StHeBC4_c12903_g28739	3.86	2.38	1.87	2.61	2.06	3.64	0.44	0.6
StHeBC4_c12903_g2874	29.18	27.04	35.21	43.47	43.29	84.35	57.13	63.98
StHeBC4_c12903_g28741	0	0	0	0.08	0.1	0	0	0.23
StHeBC4_c12903_g28742	505.83	573.7	279.19	415.68	629.27	218.56	345.29	299.54
StHeBC4_c12903_g28743	0	0	0	0	0	0	0	0
StHeBC4_c12903_g28744	0.86	1.27	1.25	1.85	1.92	2.25	1.74	1.44
StHeBC4_c12903_g28746	9.27	3.4	5.26	4.66	3.65	6.68	4.54	3.27
StHeBC4_c12903_g28747	0.01	0.67	0.65	0.17	0.9	0.67	1.18	0
StHeBC4_c12903_g28748	0.16	0.31	0.34	0.25	0	0	0.14	0.45
StHeBC4_c12903_g28749	14.57	6.23	9.94	8.05	8.84	12.87	4.56	6.41
StHeBC4_c12903_g2875	0.89	0.18	0.41	1.17	1.38	3.86	1.65	2.31
StHeBC4_c12903_g28750	5.46	22.6	17.55	17.26	16.62	15.95	17.76	37.34
StHeBC4_c12903_g28751	2056.15	380.24	864.64	588.32	328.55	2117.58	238.38	341.23
StHeBC4_c12903_g28752	0	0	0	0	0	0	0	0
StHeBC4_c12903_g28753	0	0.02	0	0	0.1	0	0	0
StHeBC4_c12903_g28756	0.03	1.06	0.2	1.68	1.96	0	0	0.16
StHeBC4_c12903_g28757	50.43	26.28	31.14	16.47	7.58	11.2	57.68	39.49
StHeBC4_c12903_g28759	1.03	1.44	1.07	1.6	1.56	1.7	1.14	0.41
StHeBC4_c12903_g2876	58.68	7.09	15.35	14.3	14.12	16.68	7.76	20.29
StHeBC4_c12903_g28760	5.69	5.55	5.92	6.48	4.64	1.99	0.68	1.41
